Replication,Total Cost,Average Inventory Level,Cumulative Lost Sales,Cumulative Outdated Items,Weekly Reorder Frequency,Weekly Waste Frequency
1,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
2,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
3,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
4,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
5,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
6,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
7,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
8,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
9,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
10,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
11,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
12,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
13,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
14,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
15,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
16,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
17,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
18,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
19,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
20,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
21,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
22,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
23,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
24,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
25,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
26,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
27,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
28,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
29,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
30,72.4931303645088,0.10354712705256354,6117.7590643362,0,0.0,0.0
Average,72.49313036450879,0.10354712705256351,6117.759064336199,0.0,0.0,0.0
